statenum,casenum,vnumber,pnumber,arrhr,arrmin,arrtime,atmcond,city,county,accdate,accday,acchr,accmin,accmon,arf1,arf2,arf3,acctime,caseyear,dayofweek,hosphr,hospmin,hosptime,fhevent,holiday,heavytruck,latitude,latdeg,latmin,latsec,lightcond,longitude,londeg,lonmin,lonsec,manncol,milepnt,nhs,nothr,notmin,nottime,numfatal,nmforms,vforms,rxing,reljuncinter,relrdwy,schlbus,spejur,trafid1,age,alcres,alctst,deathdate,dthday,dthhr,dthmin,dthmon,deathtime,dthyr,drugres1,drugres2,drugres3,drugtst1,drugtst2,drugtst3,hispanic,injury,methalc,methdrug,prf1,prf2,prf3,ptype,druginv,alcinvol,race,sex,lagtime
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2,1,1,88,88,8888,1,1800,49,1032016,3,2,35,1,0,0,0,235,2016,1,88,88,8888,43,1,0,39.97709722,39,58,37.55,3,-83.14895556,83,8,56.24,0,52,1,88,88,8888,1,0,1,0,0,4,0,0,I-70,38,230,1,1032016,3,2,55,1,255,2016,1,0,0,1,0,0,7,4,9,8,0,0,0,1,0,0,2,1,20
39,20,1,1,14,13,1413,1,1800,49,1012016,1,14,0,1,0,0,0,1400,2016,6,88,88,8888,30,1,0,39.90298889,39,54,10.76,1,-83.18291111,83,10,58.48,0,0,0,14,6,1406,1,0,1,0,0,4,0,0,CR-11 ALKIRE RD,55,130,1,1012016,1,14,18,1,1418,2016,600,996,0,1,3,0,7,4,1,1,0,0,0,1,0,1,1,1,18
39,24,1,1,17,35,1735,1,1800,49,1032016,3,17,20,1,0,0,0,1720,2016,1,17,51,1751,12,1,0,39.99486111,39,59,41.5,5,-82.9497,82,56,58.92,7,0,0,17,22,1722,1,0,3,0,0,1,0,0,CR-175 BRENTNELL AVE,51,270,1,1032016,3,18,2,1,1802,2016,402,996,0,1,3,0,7,4,9,8,0,0,0,1,1,1,2,1,42
39,24,2,1,17,35,1735,1,1800,49,1032016,3,17,20,1,0,0,0,1720,2016,1,17,51,1751,12,1,0,39.99486111,39,59,41.5,5,-82.9497,82,56,58.92,7,0,0,17,22,1722,1,0,3,0,0,1,0,0,CR-175 BRENTNELL AVE,20,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,1,9,8,0,0,0,1,0,0,0,1,99999
39,24,2,2,17,35,1735,1,1800,49,1032016,3,17,20,1,0,0,0,1720,2016,1,17,51,1751,12,1,0,39.99486111,39,59,41.5,5,-82.9497,82,56,58.92,7,0,0,17,22,1722,1,0,3,0,0,1,0,0,CR-175 BRENTNELL AVE,17,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,2,8,8,0,2,99999
39,24,2,3,17,35,1735,1,1800,49,1032016,3,17,20,1,0,0,0,1720,2016,1,17,51,1751,12,1,0,39.99486111,39,59,41.5,5,-82.9497,82,56,58.92,7,0,0,17,22,1722,1,0,3,0,0,1,0,0,CR-175 BRENTNELL AVE,2,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,2,8,8,0,2,99999
39,24,3,1,17,35,1735,1,1800,49,1032016,3,17,20,1,0,0,0,1720,2016,1,17,51,1751,12,1,0,39.99486111,39,59,41.5,5,-82.9497,82,56,58.92,7,0,0,17,22,1722,1,0,3,0,0,1,0,0,CR-175 BRENTNELL AVE,19,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,3,9,8,0,0,0,1,0,0,0,2,99999
39,24,3,2,17,35,1735,1,1800,49,1032016,3,17,20,1,0,0,0,1720,2016,1,17,51,1751,12,1,0,39.99486111,39,59,41.5,5,-82.9497,82,56,58.92,7,0,0,17,22,1722,1,0,3,0,0,1,0,0,CR-175 BRENTNELL AVE,18,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,3,9,8,0,0,0,2,0,0,0,1,99999
39,24,3,3,17,35,1735,1,1800,49,1032016,3,17,20,1,0,0,0,1720,2016,1,17,51,1751,12,1,0,39.99486111,39,59,41.5,5,-82.9497,82,56,58.92,7,0,0,17,22,1722,1,0,3,0,0,1,0,0,CR-175 BRENTNELL AVE,16,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,3,9,8,0,0,0,2,8,8,0,2,99999
39,33,1,1,19,28,1928,1,1800,49,1202016,20,19,2,1,0,0,0,1902,2016,4,19,30,1930,12,0,0,40.03744722,40,2,14.81,2,-83.03245556,83,1,56.84,6,0,0,19,14,1914,1,0,2,0,0,1,0,0,CR-9 OLENTANGY RIVER RD,46,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,1,9,8,0,0,0,1,0,0,0,1,99999
39,33,1,2,19,28,1928,1,1800,49,1202016,20,19,2,1,0,0,0,1902,2016,4,19,30,1930,12,0,0,40.03744722,40,2,14.81,2,-83.03245556,83,1,56.84,6,0,0,19,14,1914,1,0,2,0,0,1,0,0,CR-9 OLENTANGY RIVER RD,50,0,1,1202016,20,19,30,1,1930,2016,407,402,996,3,3,3,7,4,9,8,0,0,0,2,8,8,1,2,28
39,33,2,1,19,28,1928,1,1800,49,1202016,20,19,2,1,0,0,0,1902,2016,4,19,30,1930,12,0,0,40.03744722,40,2,14.81,2,-83.03245556,83,1,56.84,6,0,0,19,14,1914,1,0,2,0,0,1,0,0,CR-9 OLENTANGY RIVER RD,51,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,1,0,0,0,2,99999
39,49,0,1,18,20,1820,10,1800,49,1312016,31,18,17,1,0,0,0,1817,2016,1,19,56,1956,8,0,0,39.94478056,39,56,41.21,3,-82.87783056,82,52,40.19,0,0,0,18,19,1819,1,1,1,0,0,1,0,0,S HAMILTON RD,40,250,1,2052016,5,12,28,2,1228,2016,348,177,0,1,1,0,7,4,9,8,0,0,0,5,0,0,1,1,11411
39,49,1,1,18,20,1820,10,1800,49,1312016,31,18,17,1,0,0,0,1817,2016,1,19,56,1956,8,0,0,39.94478056,39,56,41.21,3,-82.87783056,82,52,40.19,0,0,0,18,19,1819,1,1,1,0,0,1,0,0,S HAMILTON RD,43,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,1,0,0,0,1,99999
39,49,1,2,18,20,1820,10,1800,49,1312016,31,18,17,1,0,0,0,1817,2016,1,19,56,1956,8,0,0,39.94478056,39,56,41.21,3,-82.87783056,82,52,40.19,0,0,0,18,19,1819,1,1,1,0,0,1,0,0,S HAMILTON RD,43,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,2,8,8,0,1,99999
39,53,1,1,22,11,2211,2,0,49,2022016,2,22,7,2,0,0,0,2207,2016,3,22,41,2241,12,0,0,39.83046944,39,49,49.69,2,-83.05271944,83,3,9.79,6,107,0,22,5,2205,1,0,2,0,0,1,0,0,SR-665,22,0,1,2022016,2,22,57,2,2257,2016,1,0,0,1,0,0,6,4,1,8,0,0,0,1,0,0,98,2,50
39,53,2,1,22,11,2211,2,0,49,2022016,2,22,7,2,0,0,0,2207,2016,3,22,41,2241,12,0,0,39.83046944,39,49,49.69,2,-83.05271944,83,3,9.79,6,107,0,22,5,2205,1,0,2,0,0,1,0,0,SR-665,35,0,1,88888888,88,88,88,88,8888,8888,1,0,0,1,0,0,0,1,1,8,0,0,0,1,0,0,0,1,99999
39,63,0,1,6,29,629,1,1800,49,2202016,20,6,19,2,0,0,0,619,2016,7,88,88,8888,8,0,0,40.01226111,40,0,44.14,3,-83.14034444,83,8,25.24,0,0,0,6,19,619,1,1,1,0,0,1,0,0,WALCUTT RD,21,230,1,2202016,20,6,32,2,632,2016,605,996,0,1,3,0,7,4,9,8,0,0,0,5,0,0,1,1,13
39,63,1,1,6,29,629,1,1800,49,2202016,20,6,19,2,0,0,0,619,2016,7,88,88,8888,8,0,0,40.01226111,40,0,44.14,3,-83.14034444,83,8,25.24,0,0,0,6,19,619,1,1,1,0,0,1,0,0,WALCUTT RD,51,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,1,0,0,0,1,99999
39,69,1,1,20,2,2002,1,1800,49,1302016,30,19,43,1,0,0,0,1943,2016,7,20,20,2020,12,0,0,39.95034722,39,57,1.25,3,-82.91538056,82,54,55.37,2,0,0,19,50,1950,1,0,3,0,0,1,0,0,CR-177 JAMES RD,19,0,1,1302016,30,19,58,1,1958,2016,600,996,0,1,3,0,7,4,9,8,0,0,0,1,0,0,2,1,15
39,69,1,2,20,2,2002,1,1800,49,1302016,30,19,43,1,0,0,0,1943,2016,7,20,20,2020,12,0,0,39.95034722,39,57,1.25,3,-82.91538056,82,54,55.37,2,0,0,19,50,1950,1,0,3,0,0,1,0,0,CR-177 JAMES RD,17,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,3,9,8,0,0,0,2,8,8,0,1,99999
39,69,1,3,20,2,2002,1,1800,49,1302016,30,19,43,1,0,0,0,1943,2016,7,20,20,2020,12,0,0,39.95034722,39,57,1.25,3,-82.91538056,82,54,55.37,2,0,0,19,50,1950,1,0,3,0,0,1,0,0,CR-177 JAMES RD,17,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,2,9,8,0,0,0,2,8,8,0,1,99999
39,69,1,4,20,2,2002,1,1800,49,1302016,30,19,43,1,0,0,0,1943,2016,7,20,20,2020,12,0,0,39.95034722,39,57,1.25,3,-82.91538056,82,54,55.37,2,0,0,19,50,1950,1,0,3,0,0,1,0,0,CR-177 JAMES RD,16,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,3,9,8,0,0,0,2,8,8,0,1,99999
39,69,2,1,20,2,2002,1,1800,49,1302016,30,19,43,1,0,0,0,1943,2016,7,20,20,2020,12,0,0,39.95034722,39,57,1.25,3,-82.91538056,82,54,55.37,2,0,0,19,50,1950,1,0,3,0,0,1,0,0,CR-177 JAMES RD,26,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,2,9,8,0,0,0,1,0,0,0,1,99999
39,69,2,2,20,2,2002,1,1800,49,1302016,30,19,43,1,0,0,0,1943,2016,7,20,20,2020,12,0,0,39.95034722,39,57,1.25,3,-82.91538056,82,54,55.37,2,0,0,19,50,1950,1,0,3,0,0,1,0,0,CR-177 JAMES RD,25,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,2,9,8,0,0,0,2,8,8,0,2,99999
39,69,2,3,20,2,2002,1,1800,49,1302016,30,19,43,1,0,0,0,1943,2016,7,20,20,2020,12,0,0,39.95034722,39,57,1.25,3,-82.91538056,82,54,55.37,2,0,0,19,50,1950,1,0,3,0,0,1,0,0,CR-177 JAMES RD,0,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,2,9,8,0,0,0,2,8,8,0,2,99999
39,69,2,4,20,2,2002,1,1800,49,1302016,30,19,43,1,0,0,0,1943,2016,7,20,20,2020,12,0,0,39.95034722,39,57,1.25,3,-82.91538056,82,54,55.37,2,0,0,19,50,1950,1,0,3,0,0,1,0,0,CR-177 JAMES RD,1,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,2,9,8,0,0,0,2,8,8,0,1,99999
39,69,3,1,20,2,2002,1,1800,49,1302016,30,19,43,1,0,0,0,1943,2016,7,20,20,2020,12,0,0,39.95034722,39,57,1.25,3,-82.91538056,82,54,55.37,2,0,0,19,50,1950,1,0,3,0,0,1,0,0,CR-177 JAMES RD,18,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,1,0,0,0,1,99999
39,76,1,1,18,51,1851,10,8730,49,2192016,19,18,39,2,0,0,0,1839,2016,6,19,50,1950,33,0,0,40.09853889,40,5,54.74,3,-82.88915556,82,53,20.96,0,0,0,18,41,1841,1,0,1,0,0,4,0,0,SUNBURY RD,59,0,1,2192016,19,19,29,2,1929,2016,605,0,0,1,0,0,7,4,9,8,0,0,0,1,8,8,1,1,50
39,79,1,1,11,18,1118,10,1800,49,3022016,2,11,13,3,0,0,0,1113,2016,4,12,26,1226,20,0,1,39.97685,39,58,36.66,1,-83.119225,83,7,9.21,0,87,1,11,14,1114,1,0,2,0,0,4,0,0,I-270,37,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,1,0,0,0,1,99999
39,79,2,1,11,18,1118,10,1800,49,3022016,2,11,13,3,0,0,0,1113,2016,4,12,26,1226,20,0,1,39.97685,39,58,36.66,1,-83.119225,83,7,9.21,0,87,1,11,14,1114,1,0,2,0,0,4,0,0,I-270,34,0,1,3032016,3,13,2,3,1302,2016,996,996,0,3,3,0,7,4,9,8,0,0,0,1,0,0,1,2,2549
39,89,1,1,11,29,1129,10,0,49,2162016,16,11,20,2,0,0,0,1120,2016,3,12,16,1216,1,0,0,39.9044,39,54,15.84,1,-83.20984444,83,12,35.44,0,0,0,11,23,1123,1,0,1,0,0,4,0,0,CR-140,16,0,1,88888888,88,88,88,88,8888,8888,1,0,0,1,0,0,0,2,9,8,0,0,0,1,0,0,0,1,99999
39,89,1,2,11,29,1129,10,0,49,2162016,16,11,20,2,0,0,0,1120,2016,3,12,16,1216,1,0,0,39.9044,39,54,15.84,1,-83.20984444,83,12,35.44,0,0,0,11,23,1123,1,0,1,0,0,4,0,0,CR-140,14,0,1,2162016,16,11,40,2,1140,2016,1,0,0,2,0,0,7,4,9,8,0,0,0,2,8,8,2,1,20
39,89,1,3,11,29,1129,10,0,49,2162016,16,11,20,2,0,0,0,1120,2016,3,12,16,1216,1,0,0,39.9044,39,54,15.84,1,-83.20984444,83,12,35.44,0,0,0,11,23,1123,1,0,1,0,0,4,0,0,CR-140,13,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,2,9,8,0,0,0,2,8,8,0,1,99999
39,109,1,1,22,40,2240,1,2270,49,2052016,5,22,34,2,0,0,0,2234,2016,6,88,88,8888,43,0,0,40.07770278,40,4,39.73,2,-83.15783056,83,9,28.19,0,0,0,22,35,2235,1,0,1,0,0,4,0,0,AVERY RD,36,0,1,2182016,18,14,28,2,1428,2016,1,0,0,3,0,0,7,4,9,8,0,0,0,1,0,1,2,1,30354
39,112,1,1,9,32,932,10,1800,49,3112016,11,9,27,3,0,0,0,927,2016,6,10,11,1011,12,0,1,39.95184722,39,57,6.65,1,-83.01231389,83,0,44.33,7,132,1,9,31,931,1,0,3,0,0,1,0,0,I-70,48,0,1,3112016,11,12,48,3,1248,2016,1,0,0,1,0,0,7,4,9,8,0,0,0,1,0,0,1,1,321
39,112,2,1,9,32,932,10,1800,49,3112016,11,9,27,3,0,0,0,927,2016,6,10,11,1011,12,0,1,39.95184722,39,57,6.65,1,-83.01231389,83,0,44.33,7,132,1,9,31,931,1,0,3,0,0,1,0,0,I-70,22,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,1,0,0,0,2,99999
39,112,3,1,9,32,932,10,1800,49,3112016,11,9,27,3,0,0,0,927,2016,6,10,11,1011,12,0,1,39.95184722,39,57,6.65,1,-83.01231389,83,0,44.33,7,132,1,9,31,931,1,0,3,0,0,1,0,0,I-70,57,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,1,0,0,0,1,99999
39,118,0,1,23,50,2350,10,0,49,3122016,12,23,41,3,0,0,0,2341,2016,7,88,88,8888,9,0,0,39.93760278,39,56,15.37,2,-83.04203889,83,2,31.34,0,111,1,23,42,2342,1,1,3,0,0,1,0,0,US-62,15,0,1,3122016,12,23,47,3,2347,2016,996,0,0,3,0,0,7,4,8,7,82,0,0,6,0,0,1,1,6
39,118,1,1,23,50,2350,10,0,49,3122016,12,23,41,3,0,0,0,2341,2016,7,88,88,8888,9,0,0,39.93760278,39,56,15.37,2,-83.04203889,83,2,31.34,0,111,1,23,42,2342,1,1,3,0,0,1,0,0,US-62,18,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,1,8,8,0,1,99999
39,118,1,2,23,50,2350,10,0,49,3122016,12,23,41,3,0,0,0,2341,2016,7,88,88,8888,9,0,0,39.93760278,39,56,15.37,2,-83.04203889,83,2,31.34,0,111,1,23,42,2342,1,1,3,0,0,1,0,0,US-62,18,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,2,8,8,0,1,99999
39,118,1,3,23,50,2350,10,0,49,3122016,12,23,41,3,0,0,0,2341,2016,7,88,88,8888,9,0,0,39.93760278,39,56,15.37,2,-83.04203889,83,2,31.34,0,111,1,23,42,2342,1,1,3,0,0,1,0,0,US-62,16,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,2,8,8,0,2,99999
39,118,1,4,23,50,2350,10,0,49,3122016,12,23,41,3,0,0,0,2341,2016,7,88,88,8888,9,0,0,39.93760278,39,56,15.37,2,-83.04203889,83,2,31.34,0,111,1,23,42,2342,1,1,3,0,0,1,0,0,US-62,17,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,2,8,8,0,2,99999
39,118,1,5,23,50,2350,10,0,49,3122016,12,23,41,3,0,0,0,2341,2016,7,88,88,8888,9,0,0,39.93760278,39,56,15.37,2,-83.04203889,83,2,31.34,0,111,1,23,42,2342,1,1,3,0,0,1,0,0,US-62,16,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,2,8,8,0,2,99999
39,118,1,6,23,50,2350,10,0,49,3122016,12,23,41,3,0,0,0,2341,2016,7,88,88,8888,9,0,0,39.93760278,39,56,15.37,2,-83.04203889,83,2,31.34,0,111,1,23,42,2342,1,1,3,0,0,1,0,0,US-62,999,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,2,8,8,0,1,99999
39,118,2,1,23,50,2350,10,0,49,3122016,12,23,41,3,0,0,0,2341,2016,7,88,88,8888,9,0,0,39.93760278,39,56,15.37,2,-83.04203889,83,2,31.34,0,111,1,23,42,2342,1,1,3,0,0,1,0,0,US-62,19,0,1,88888888,88,88,88,88,8888,8888,1,0,0,1,0,0,0,0,9,8,0,0,0,1,0,0,0,1,99999
39,118,3,1,23,50,2350,10,0,49,3122016,12,23,41,3,0,0,0,2341,2016,7,88,88,8888,9,0,0,39.93760278,39,56,15.37,2,-83.04203889,83,2,31.34,0,111,1,23,42,2342,1,1,3,0,0,1,0,0,US-62,33,0,1,88888888,88,88,88,88,8888,8888,1,0,0,1,0,0,0,0,9,8,0,0,0,1,0,0,0,2,99999
39,121,1,1,4,57,457,1,0,49,3072016,7,2,30,3,0,0,0,230,2016,2,88,88,8888,30,0,0,39.88888889,39,53,20,2,-82.91688611,82,55,0.79,0,0,0,4,52,452,1,0,1,0,0,4,0,0,WILLIAMS RD,22,150,1,3072016,7,5,3,3,503,2016,605,0,0,1,0,0,7,4,1,8,0,0,0,1,0,0,1,1,233
39,124,1,1,6,51,651,10,0,49,3162016,16,6,40,3,0,0,0,640,2016,4,7,13,713,12,0,0,40.08143889,40,4,53.18,4,-82.91844167,82,55,6.39,6,151,1,6,44,644,1,0,3,0,0,1,0,0,SR-161,67,0,1,3162016,16,6,55,3,655,2016,996,0,0,3,0,0,7,4,9,8,0,0,0,1,0,0,1,1,15
39,124,2,1,6,51,651,10,0,49,3162016,16,6,40,3,0,0,0,640,2016,4,7,13,713,12,0,0,40.08143889,40,4,53.18,4,-82.91844167,82,55,6.39,6,151,1,6,44,644,1,0,3,0,0,1,0,0,SR-161,43,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,3,9,8,0,0,0,1,0,0,0,1,99999
39,124,3,1,6,51,651,10,0,49,3162016,16,6,40,3,0,0,0,640,2016,4,7,13,713,12,0,0,40.08143889,40,4,53.18,4,-82.91844167,82,55,6.39,6,151,1,6,44,644,1,0,3,0,0,1,0,0,SR-161,46,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,1,0,0,0,1,99999
39,132,0,1,19,5,1905,1,1800,49,3182016,18,18,59,3,15,0,0,1859,2016,6,19,18,1918,12,0,0,39.9458,39,56,44.88,1,-83.0613,83,3,40.68,1,0,0,19,0,1900,1,1,2,0,0,1,0,0,SULLIVANT AVE,15,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,5,0,0,0,2,99999
39,132,1,1,19,5,1905,1,1800,49,3182016,18,18,59,3,15,0,0,1859,2016,6,19,18,1918,12,0,0,39.9458,39,56,44.88,1,-83.0613,83,3,40.68,1,0,0,19,0,1900,1,1,2,0,0,1,0,0,SULLIVANT AVE,42,0,1,3182016,18,20,51,3,2051,2016,308,189,300,1,1,1,7,4,9,8,0,0,0,1,0,0,1,2,152
39,132,2,1,19,5,1905,1,1800,49,3182016,18,18,59,3,15,0,0,1859,2016,6,19,18,1918,12,0,0,39.9458,39,56,44.88,1,-83.0613,83,3,40.68,1,0,0,19,0,1900,1,1,2,0,0,1,0,0,SULLIVANT AVE,47,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,1,9,8,0,0,0,1,0,0,0,1,99999
39,132,2,2,19,5,1905,1,1800,49,3182016,18,18,59,3,15,0,0,1859,2016,6,19,18,1918,12,0,0,39.9458,39,56,44.88,1,-83.0613,83,3,40.68,1,0,0,19,0,1900,1,1,2,0,0,1,0,0,SULLIVANT AVE,39,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,1,9,8,0,0,0,2,8,8,0,1,99999
39,139,0,1,19,21,1921,2,1800,49,3102016,10,19,15,3,0,0,0,1915,2016,5,19,46,1946,8,0,0,39.946175,39,56,46.23,3,-82.90215833,82,54,7.77,0,0,0,19,18,1918,1,1,1,0,0,1,0,0,CR-15 LIVINGSTON AVE,65,996,0,3232016,23,19,0,3,1900,2016,0,0,0,0,0,0,7,4,9,8,0,0,0,5,0,0,1,1,31145
39,139,1,1,19,21,1921,2,1800,49,3102016,10,19,15,3,0,0,0,1915,2016,5,19,46,1946,8,0,0,39.946175,39,56,46.23,3,-82.90215833,82,54,7.77,0,0,0,19,18,1918,1,1,1,0,0,1,0,0,CR-15 LIVINGSTON AVE,26,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,1,0,0,0,1,99999
39,146,0,1,0,53,53,1,1800,49,2202016,20,0,42,2,0,0,0,42,2016,7,1,10,110,8,0,0,39.93146111,39,55,53.26,3,-82.99586111,82,59,45.1,0,0,0,0,48,48,1,1,1,0,0,1,0,0,S HIGH ST,59,250,1,2202016,20,1,19,2,119,2016,605,0,0,1,0,0,7,4,9,8,0,0,0,5,0,1,1,1,37
39,146,1,1,0,53,53,1,1800,49,2202016,20,0,42,2,0,0,0,42,2016,7,1,10,110,8,0,0,39.93146111,39,55,53.26,3,-82.99586111,82,59,45.1,0,0,0,0,48,48,1,1,1,0,0,1,0,0,S HIGH ST,68,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,1,0,0,0,1,99999
39,155,1,1,21,47,2147,1,1800,49,3172016,17,21,36,3,0,0,0,2136,2016,5,22,32,2232,12,0,0,40.05853889,40,3,30.74,3,-82.93175,82,55,54.3,8,0,0,21,43,2143,1,0,4,0,0,1,0,0,MORSE RD,34,120,1,3172016,17,22,28,3,2228,2016,1,0,0,3,0,0,7,4,9,8,0,0,0,1,1,1,2,1,52
39,155,2,1,21,47,2147,1,1800,49,3172016,17,21,36,3,0,0,0,2136,2016,5,22,32,2232,12,0,0,40.05853889,40,3,30.74,3,-82.93175,82,55,54.3,8,0,0,21,43,2143,1,0,4,0,0,1,0,0,MORSE RD,36,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,2,9,8,0,0,0,1,0,0,0,2,99999
39,155,2,2,21,47,2147,1,1800,49,3172016,17,21,36,3,0,0,0,2136,2016,5,22,32,2232,12,0,0,40.05853889,40,3,30.74,3,-82.93175,82,55,54.3,8,0,0,21,43,2143,1,0,4,0,0,1,0,0,MORSE RD,0,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,1,9,8,0,0,0,2,8,8,0,2,99999
39,155,3,1,21,47,2147,1,1800,49,3172016,17,21,36,3,0,0,0,2136,2016,5,22,32,2232,12,0,0,40.05853889,40,3,30.74,3,-82.93175,82,55,54.3,8,0,0,21,43,2143,1,0,4,0,0,1,0,0,MORSE RD,24,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,1,9,8,0,0,0,1,0,0,0,1,99999
39,155,4,1,21,47,2147,1,1800,49,3172016,17,21,36,3,0,0,0,2136,2016,5,22,32,2232,12,0,0,40.05853889,40,3,30.74,3,-82.93175,82,55,54.3,8,0,0,21,43,2143,1,0,4,0,0,1,0,0,MORSE RD,40,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,1,0,0,0,1,99999
39,165,1,1,6,16,616,1,1800,49,3212016,21,6,11,3,0,0,0,611,2016,2,6,30,630,31,0,0,40.05806944,40,3,29.05,3,-82.97701944,82,58,37.27,0,0,0,6,12,612,1,0,1,0,0,4,0,0,KARL RD,20,160,1,3222016,22,15,17,3,1517,2016,605,996,0,1,2,0,7,4,9,8,0,0,0,1,0,0,2,2,3306
39,173,1,1,88,88,8888,2,1800,49,3312016,31,1,44,3,0,0,0,144,2016,5,88,88,8888,35,0,0,40.02682222,40,1,36.56,3,-82.96451667,82,57,52.26,0,0,0,88,88,8888,1,0,1,0,0,4,0,0,CLEVELAND AVE,32,200,1,3312016,31,2,8,3,208,2016,605,996,0,1,3,0,7,4,9,8,0,0,0,1,0,0,2,1,24
39,174,1,1,14,14,1414,1,0,49,3212016,21,14,6,3,0,0,0,1406,2016,2,14,38,1438,12,0,0,39.86519167,39,51,54.69,1,-83.10809167,83,6,29.13,2,48,1,14,8,1408,1,0,2,0,0,1,0,0,US-62,64,0,1,88888888,88,88,88,88,8888,8888,996,0,0,1,0,0,0,3,9,8,0,0,0,1,0,0,0,2,99999
39,174,2,1,14,14,1414,1,0,49,3212016,21,14,6,3,0,0,0,1406,2016,2,14,38,1438,12,0,0,39.86519167,39,51,54.69,1,-83.10809167,83,6,29.13,2,48,1,14,8,1408,1,0,2,0,0,1,0,0,US-62,64,0,1,3222016,22,21,25,3,2125,2016,1,0,0,1,0,0,7,4,9,8,0,0,0,1,0,0,1,2,3119
39,183,0,1,8,55,855,4,0,49,4092016,9,8,32,4,19,0,0,832,2016,7,9,14,914,23,0,0,39.87355833,39,52,24.81,1,-83.00225278,83,0,8.11,0,47,1,8,37,837,1,2,1,0,1,4,0,0,US-23,34,0,1,4092016,9,9,18,4,918,2016,996,0,0,3,0,0,7,4,9,8,0,0,0,5,0,0,1,1,46
39,183,0,2,8,55,855,4,0,49,4092016,9,8,32,4,19,0,0,832,2016,7,9,14,914,23,0,0,39.87355833,39,52,24.81,1,-83.00225278,83,0,8.11,0,47,1,8,37,837,1,2,1,0,1,4,0,0,US-23,50,996,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,1,9,8,0,0,0,5,8,8,0,1,99999
39,183,1,1,8,55,855,4,0,49,4092016,9,8,32,4,19,0,0,832,2016,7,9,14,914,23,0,0,39.87355833,39,52,24.81,1,-83.00225278,83,0,8.11,0,47,1,8,37,837,1,2,1,0,1,4,0,0,US-23,31,0,1,88888888,88,88,88,88,8888,8888,605,0,0,1,0,0,0,0,1,8,0,0,0,1,1,0,0,1,99999
