statenum,casenum,vnumber,pnumber,atmcond,city,county,accdate,accday,acchr,accmin,accmon,arf1,arf2,arf3,acctime,caseyear,dayofweek,fhevent,holiday,heavytruck,latitude,latmin,latsec,lightcond,longitude,lonmin,lonsec,manncol,numfatal,nmforms,vforms,rxing,reljuncinter,relrdwy,schlbus,trafid1,age,alcres,alctst,deathdate,dthday,dthhr,dthmin,dthmon,deathtime,dthyr,drugres1,drugres2,drugres3,drugtst1,drugtst2,drugtst3,hispanic,injury,methalc,methdrug,prf1,prf2,prf3,ptype,druginv,alcinvol,race,sex,lagtime
39,855,1,1,10,1800,49,12142014,14,3,16,12,0,0,0,316,2014,1,12,0,0,39.98919722,59,21.11,3,-83.02517778,1,30.64,2,1,0,2,0,0,1,0,SR-315,30,96,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,3,9,8,0,0,0,1,0,0,0,1,99999
39,855,2,1,10,1800,49,12142014,14,3,16,12,0,0,0,316,2014,1,12,0,0,39.98919722,59,21.11,3,-83.02517778,1,30.64,2,1,0,2,0,0,1,0,SR-315,29,17,1,12142014,14,3,52,12,352,2014,600,996,0,1,2,0,7,4,1,1,0,0,0,1,0,1,1,1,36
39,855,2,2,10,1800,49,12142014,14,3,16,12,0,0,0,316,2014,1,12,0,0,39.98919722,59,21.11,3,-83.02517778,1,30.64,2,1,0,2,0,0,1,0,SR-315,24,96,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,3,9,8,0,0,0,2,8,8,0,1,99999
39,855,2,3,10,1800,49,12142014,14,3,16,12,0,0,0,316,2014,1,12,0,0,39.98919722,59,21.11,3,-83.02517778,1,30.64,2,1,0,2,0,0,1,0,SR-315,24,96,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,2,9,8,0,0,0,2,8,8,0,1,99999
39,855,2,4,10,1800,49,12142014,14,3,16,12,0,0,0,316,2014,1,12,0,0,39.98919722,59,21.11,3,-83.02517778,1,30.64,2,1,0,2,0,0,1,0,SR-315,32,96,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,3,9,8,0,0,0,2,8,8,0,1,99999
39,861,1,1,10,0,49,12152014,15,19,8,12,0,0,0,1908,2014,2,12,0,0,39.87130556,52,16.7,6,-82.85555,51,19.98,6,1,0,2,0,0,1,0,US-33,25,0,1,88888888,88,88,88,88,8888,8888,997,0,0,1,0,0,0,3,1,1,0,0,0,1,0,0,0,1,99999
39,861,2,1,10,0,49,12152014,15,19,8,12,0,0,0,1908,2014,2,12,0,0,39.87130556,52,16.7,6,-82.85555,51,19.98,6,1,0,2,0,0,1,0,US-33,63,0,1,12152014,15,19,15,12,1915,2014,996,0,0,1,0,0,7,4,1,1,0,0,0,1,0,0,1,1,7
39,862,1,1,2,2780,49,12162014,16,1,5,12,0,0,0,105,2014,3,31,0,0,40.03862222,2,19.04,3,-82.90288333,54,10.38,0,1,0,1,0,0,3,0,I-270,47,0,1,12162014,16,1,7,12,107,2014,996,0,0,3,0,0,7,4,9,8,0,0,0,1,0,0,2,2,2
39,878,1,1,1,1800,49,7282014,28,11,55,7,0,0,0,1155,2014,2,12,0,1,40.02905,1,44.58,1,-82.93243056,55,56.75,6,1,0,3,0,0,1,0,SUNBURY RD,48,96,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,1,9,8,0,0,0,1,0,0,0,1,99999
39,878,2,1,1,1800,49,7282014,28,11,55,7,0,0,0,1155,2014,2,12,0,1,40.02905,1,44.58,1,-82.93243056,55,56.75,6,1,0,3,0,0,1,0,SUNBURY RD,32,96,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,1,0,0,0,1,99999
39,878,2,2,1,1800,49,7282014,28,11,55,7,0,0,0,1155,2014,2,12,0,1,40.02905,1,44.58,1,-82.93243056,55,56.75,6,1,0,3,0,0,1,0,SUNBURY RD,32,96,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,2,8,8,0,1,99999
39,878,3,1,1,1800,49,7282014,28,11,55,7,0,0,0,1155,2014,2,12,0,1,40.02905,1,44.58,1,-82.93243056,55,56.75,6,1,0,3,0,0,1,0,SUNBURY RD,67,0,1,8092014,9,18,35,8,1835,2014,189,337,188,3,1,1,7,4,9,8,0,0,0,1,0,0,2,1,29440
39,878,3,2,1,1800,49,7282014,28,11,55,7,0,0,0,1155,2014,2,12,0,1,40.02905,1,44.58,1,-82.93243056,55,56.75,6,1,0,3,0,0,1,0,SUNBURY RD,23,96,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,1,9,8,0,0,0,2,8,8,0,2,99999
39,884,1,1,2,0,49,12232014,23,21,28,12,0,0,0,2128,2014,3,12,0,0,40.11522778,6,54.82,2,-82.77199722,46,19.19,6,1,0,2,0,0,1,0,US-62,18,0,10,12232014,23,21,32,12,2132,2014,996,600,0,3,1,0,7,4,9,8,0,0,0,1,0,0,1,1,4
39,884,2,1,2,0,49,12232014,23,21,28,12,0,0,0,2128,2014,3,12,0,0,40.11522778,6,54.82,2,-82.77199722,46,19.19,6,1,0,2,0,0,1,0,US-62,33,0,1,88888888,88,88,88,88,8888,8888,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,99999
39,891,1,1,1,1800,49,12292014,29,23,35,12,0,0,0,2335,2014,2,31,0,0,40.04905833,2,56.61,3,-83.01105,0,39.78,0,1,0,1,0,0,4,0,COOKE RD.,18,0,1,12292014,29,23,43,12,2343,2014,996,0,0,3,0,0,7,4,1,1,0,0,0,1,1,0,1,1,8
39,891,1,2,1,1800,49,12292014,29,23,35,12,0,0,0,2335,2014,2,31,0,0,40.04905833,2,56.61,3,-83.01105,0,39.78,0,1,0,1,0,0,4,0,COOKE RD.,17,96,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,1,9,8,99,99,99,2,0,0,0,1,99999
39,891,1,3,1,1800,49,12292014,29,23,35,12,0,0,0,2335,2014,2,31,0,0,40.04905833,2,56.61,3,-83.01105,0,39.78,0,1,0,1,0,0,4,0,COOKE RD.,19,96,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,1,9,8,99,99,99,2,0,0,0,1,99999
39,916,1,1,10,0,49,12292014,29,14,41,12,0,0,0,1441,2014,2,12,0,0,40.05265833,3,9.57,1,-82.80304444,48,10.96,6,1,0,2,0,0,1,0,MORSE RD.,16,0,10,88888888,88,88,88,88,8888,8888,997,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,99999
39,916,1,2,10,0,49,12292014,29,14,41,12,0,0,0,1441,2014,2,12,0,0,40.05265833,3,9.57,1,-82.80304444,48,10.96,6,1,0,2,0,0,1,0,MORSE RD.,16,96,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,2,0,0,0,1,99999
39,916,2,1,10,0,49,12292014,29,14,41,12,0,0,0,1441,2014,2,12,0,0,40.05265833,3,9.57,1,-82.80304444,48,10.96,6,1,0,2,0,0,1,0,MORSE RD.,92,96,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,1,9,8,0,0,0,1,0,0,0,1,99999
39,916,2,2,10,0,49,12292014,29,14,41,12,0,0,0,1441,2014,2,12,0,0,40.05265833,3,9.57,1,-82.80304444,48,10.96,6,1,0,2,0,0,1,0,MORSE RD.,88,0,1,1042015,4,1,55,1,155,2015,337,157,151,1,1,1,7,4,9,8,0,0,0,2,0,0,1,2,13114
39,924,1,1,1,1800,49,12292014,29,2,1,12,0,0,0,201,2014,2,26,9,0,39.98805556,59,17,3,-82.81505556,48,54.2,0,1,0,1,0,0,5,0,HEATHERBRIDGE LANE,25,25,1,12292014,29,3,27,12,327,2014,996,0,0,1,0,0,7,4,9,8,0,0,0,1,0,1,1,1,126
39,927,1,1,1,1800,49,9232014,23,14,49,9,0,0,0,1449,2014,3,42,0,0,39.9991,59,56.76,1,-83.1191,7,8.76,0,2,0,1,0,0,4,0,OBRIEN RD,23,0,1,9232014,23,15,2,9,1502,2014,996,0,0,3,0,0,7,4,9,8,0,0,0,1,0,0,1,1,13
39,927,1,2,1,1800,49,9232014,23,14,49,9,0,0,0,1449,2014,3,42,0,0,39.9991,59,56.76,1,-83.1191,7,8.76,0,2,0,1,0,0,4,0,OBRIEN RD,21,0,1,9232014,23,15,2,9,1502,2014,1,0,0,1,0,0,7,4,9,8,0,0,0,2,8,8,2,1,13
39,935,1,1,1,1800,49,12212014,21,22,33,12,0,0,0,2233,2014,1,12,0,0,39.95116944,57,4.21,2,-82.8526,51,9.36,6,1,0,2,0,0,1,0,NOE BIXBY RD.,54,96,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,2,9,8,0,0,0,1,0,0,0,2,99999
39,935,2,1,1,1800,49,12212014,21,22,33,12,0,0,0,2233,2014,1,12,0,0,39.95116944,57,4.21,2,-82.8526,51,9.36,6,1,0,2,0,0,1,0,NOE BIXBY RD.,24,17,1,12212014,21,22,44,12,2244,2014,600,407,996,1,1,1,7,4,1,1,0,0,0,1,0,0,2,1,11
39,941,0,1,1,1800,49,9252014,25,7,36,9,0,0,0,736,2014,5,9,0,0,39.98711111,59,13.6,1,-83.00568056,0,20.45,0,1,1,1,0,0,1,0,W 5TH AVE,53,0,1,9262014,26,13,18,9,1318,2014,996,996,0,1,2,0,7,4,9,8,0,0,0,6,0,0,2,1,2942
39,941,1,1,1,1800,49,9252014,25,7,36,9,0,0,0,736,2014,5,9,0,0,39.98711111,59,13.6,1,-83.00568056,0,20.45,0,1,1,1,0,0,1,0,W 5TH AVE,25,96,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,1,0,0,0,2,99999
39,943,0,1,1,1800,49,8292014,29,23,31,8,0,0,0,2331,2014,6,8,6,0,39.94147778,56,29.32,3,-83.06298889,3,46.76,0,1,1,1,0,0,1,0,SAFFORD AVE,49,0,1,9062014,6,17,2,9,1702,2014,337,0,0,1,0,0,7,4,1,1,0,0,0,5,1,0,1,1,18531
39,943,1,1,1,1800,49,8292014,29,23,31,8,0,0,0,2331,2014,6,8,6,0,39.94147778,56,29.32,3,-83.06298889,3,46.76,0,1,1,1,0,0,1,0,SAFFORD AVE,999,96,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,1,9,9,0,9,99999
39,952,0,1,1,1800,49,12192014,19,21,24,12,0,0,0,2124,2014,6,8,0,0,39.940075,56,24.27,3,-82.94319722,56,35.51,0,1,2,1,0,0,1,0,ALUM CREEK DR.,54,96,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,2,9,8,0,0,0,5,0,0,0,2,99999
39,952,0,2,1,1800,49,12192014,19,21,24,12,0,0,0,2124,2014,6,8,0,0,39.940075,56,24.27,3,-82.94319722,56,35.51,0,1,2,1,0,0,1,0,ALUM CREEK DR.,52,19,1,12192014,19,21,56,12,2156,2014,600,605,0,1,2,0,7,4,9,8,0,0,0,5,0,0,2,1,32
39,952,1,1,1,1800,49,12192014,19,21,24,12,0,0,0,2124,2014,6,8,0,0,39.940075,56,24.27,3,-82.94319722,56,35.51,0,1,2,1,0,0,1,0,ALUM CREEK DR.,999,96,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,1,0,0,0,9,99999
39,955,0,1,1,1800,49,12122014,12,10,9,12,0,0,0,1009,2014,6,12,0,0,39.96221944,57,43.99,1,-83.00066111,0,2.38,6,2,2,2,0,0,1,1,E BROAD ST,21,0,1,12122014,12,10,16,12,1016,2014,996,0,0,3,0,0,7,4,9,8,0,0,0,5,0,0,1,2,7
39,955,0,2,1,1800,49,12122014,12,10,9,12,0,0,0,1009,2014,6,12,0,0,39.96221944,57,43.99,1,-83.00066111,0,2.38,6,2,2,2,0,0,1,1,E BROAD ST,58,0,1,12292014,29,18,30,12,1830,2014,348,189,188,1,1,1,7,4,9,8,0,0,0,5,0,0,1,1,41621
39,955,1,1,1,1800,49,12122014,12,10,9,12,0,0,0,1009,2014,6,12,0,0,39.96221944,57,43.99,1,-83.00066111,0,2.38,6,2,2,2,0,0,1,1,E BROAD ST,48,96,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,1,9,8,0,0,0,1,0,0,0,2,99999
39,955,1,2,1,1800,49,12122014,12,10,9,12,0,0,0,1009,2014,6,12,0,0,39.96221944,57,43.99,1,-83.00066111,0,2.38,6,2,2,2,0,0,1,1,E BROAD ST,18,96,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,1,9,8,0,0,0,2,8,8,0,2,99999
39,955,1,3,1,1800,49,12122014,12,10,9,12,0,0,0,1009,2014,6,12,0,0,39.96221944,57,43.99,1,-83.00066111,0,2.38,6,2,2,2,0,0,1,1,E BROAD ST,17,96,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,1,9,8,0,0,0,2,8,8,0,1,99999
39,955,1,4,1,1800,49,12122014,12,10,9,12,0,0,0,1009,2014,6,12,0,0,39.96221944,57,43.99,1,-83.00066111,0,2.38,6,2,2,2,0,0,1,1,E BROAD ST,18,96,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,1,9,8,0,0,0,2,8,8,0,2,99999
39,955,2,1,1,1800,49,12122014,12,10,9,12,0,0,0,1009,2014,6,12,0,0,39.96221944,57,43.99,1,-83.00066111,0,2.38,6,2,2,2,0,0,1,1,E BROAD ST,61,96,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,3,9,8,0,0,0,1,0,0,0,1,99999
39,955,2,2,1,1800,49,12122014,12,10,9,12,0,0,0,1009,2014,6,12,0,0,39.96221944,57,43.99,1,-83.00066111,0,2.38,6,2,2,2,0,0,1,1,E BROAD ST,51,96,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,3,9,8,0,0,0,2,8,8,0,2,99999
39,15,1,1,1,0,49,1012013,1,21,14,1,0,0,0,2114,2013,3,24,1,0,39.94495556,56,41.84,3,-83.12056667,7,14.04,0,1,0,1,0,0,4,0,I-270,58,0,1,1012013,1,21,34,1,2134,2013,1,0,0,1,0,0,7,4,9,8,0,0,0,1,0,0,1,2,20
39,25,1,1,1,0,49,2072013,7,5,30,2,0,0,0,530,2013,5,24,0,0,39.82061111,49,14.2,2,-83.17088333,10,15.18,0,1,0,1,0,0,3,0,I-71,46,0,1,88888888,88,88,88,88,8888,8888,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,2,99999
39,25,1,2,1,0,49,2072013,7,5,30,2,0,0,0,530,2013,5,24,0,0,39.82061111,49,14.2,2,-83.17088333,10,15.18,0,1,0,1,0,0,3,0,I-71,42,5,1,2072013,7,5,45,2,545,2013,996,0,0,3,0,0,7,4,9,8,0,0,0,2,8,8,1,1,15
39,73,0,1,4,0,49,1012013,1,4,35,1,0,0,0,435,2013,3,8,1,0,40.00805556,0,29,3,-82.92944444,55,46,0,1,1,1,0,0,4,0,N CASSADY AVE,24,18,1,1012013,1,4,35,1,435,2013,1,0,0,1,0,0,7,4,9,8,0,0,0,5,8,1,1,1,0
39,73,1,1,4,0,49,1012013,1,4,35,1,0,0,0,435,2013,3,8,1,0,40.00805556,0,29,3,-82.92944444,55,46,0,1,1,1,0,0,4,0,N CASSADY AVE,999,96,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,1,8,8,0,9,99999
39,90,1,1,1,1800,49,2212013,21,0,43,2,0,0,0,43,2013,5,12,0,0,39.98926944,59,21.37,3,-82.93762778,56,15.46,2,1,0,2,0,0,1,0,I-670,26,96,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,3,9,8,0,0,0,1,0,0,0,2,99999
39,90,2,1,1,1800,49,2212013,21,0,43,2,0,0,0,43,2013,5,12,0,0,39.98926944,59,21.37,3,-82.93762778,56,15.46,2,1,0,2,0,0,1,0,I-670,25,19,1,2212013,21,3,14,2,314,2013,1,0,0,1,0,0,7,4,9,8,0,0,0,1,1,1,1,1,231
39,124,1,1,10,0,49,2102013,10,15,2,2,14,0,0,1502,2013,1,24,0,0,40.01111111,0,40,1,-82.90083333,54,3,0,1,0,2,0,0,3,0,I-270,43,0,1,2102013,10,15,12,2,1512,2013,1,0,0,1,0,0,7,4,9,8,0,0,0,1,0,0,1,1,10
39,124,2,1,10,0,49,2102013,10,15,2,2,14,0,0,1502,2013,1,24,0,0,40.01111111,0,40,1,-82.90083333,54,3,0,1,0,2,0,0,3,0,I-270,33,96,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,1,0,0,0,1,99999
39,124,2,2,10,0,49,2102013,10,15,2,2,14,0,0,1502,2013,1,24,0,0,40.01111111,0,40,1,-82.90083333,54,3,0,1,0,2,0,0,3,0,I-270,27,96,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,2,8,8,0,2,99999
39,124,2,3,10,0,49,2102013,10,15,2,2,14,0,0,1502,2013,1,24,0,0,40.01111111,0,40,1,-82.90083333,54,3,0,1,0,2,0,0,3,0,I-270,41,96,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,2,8,8,0,2,99999
39,128,1,1,1,0,49,2142013,14,14,26,2,0,0,0,1426,2013,5,12,0,1,39.94194444,56,31,1,-83.11194444,6,43,1,1,0,2,0,0,1,0,CR-26 GEORGESVILLE RD,53,0,1,2142013,14,14,42,2,1442,2013,1,0,0,1,0,0,7,4,9,8,0,0,0,1,0,0,1,1,16
39,128,2,1,1,0,49,2142013,14,14,26,2,0,0,0,1426,2013,5,12,0,1,39.94194444,56,31,1,-83.11194444,6,43,1,1,0,2,0,0,1,0,CR-26 GEORGESVILLE RD,56,96,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,1,9,8,0,0,0,1,0,0,0,1,99999
39,146,1,1,1,0,49,4272013,27,21,18,4,0,0,0,2118,2013,7,12,0,0,40.08169167,4,54.09,3,-82.89571667,53,44.58,1,1,0,2,0,0,1,0,SR-161,69,96,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,1,0,0,0,1,99999
39,146,1,2,1,0,49,4272013,27,21,18,4,0,0,0,2118,2013,7,12,0,0,40.08169167,4,54.09,3,-82.89571667,53,44.58,1,1,0,2,0,0,1,0,SR-161,92,0,1,4272013,27,22,4,4,2204,2013,996,0,0,1,0,0,7,4,9,8,0,0,0,2,8,8,1,1,46
39,146,2,1,1,0,49,4272013,27,21,18,4,0,0,0,2118,2013,7,12,0,0,40.08169167,4,54.09,3,-82.89571667,53,44.58,1,1,0,2,0,0,1,0,SR-161,46,96,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,1,9,8,0,0,0,1,0,0,0,1,99999
39,146,2,2,1,0,49,4272013,27,21,18,4,0,0,0,2118,2013,7,12,0,0,40.08169167,4,54.09,3,-82.89571667,53,44.58,1,1,0,2,0,0,1,0,SR-161,46,96,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,1,9,8,0,0,0,2,8,8,0,2,99999
39,151,1,1,10,2270,49,4192013,19,23,47,4,0,0,0,2347,2013,6,5,0,0,40.08491111,5,5.68,3,-83.14095,8,27.42,0,1,0,1,0,0,1,0,PARKWOOD PL,27,96,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,1,8,8,0,1,99999
39,151,1,2,10,2270,49,4192013,19,23,47,4,0,0,0,2347,2013,6,5,0,0,40.08491111,5,5.68,3,-83.14095,8,27.42,0,1,0,1,0,0,1,0,PARKWOOD PL,25,25,1,4202013,20,0,17,4,17,2013,996,0,0,1,0,0,7,4,9,8,0,0,0,2,8,8,1,2,30
39,152,1,1,1,0,49,5042013,4,9,40,5,0,0,0,940,2013,7,24,0,0,40.08238333,4,56.58,1,-82.91146111,54,41.26,0,1,0,1,0,0,4,0,SR-161,70,0,4,5042013,4,10,30,5,1030,2013,996,0,0,2,0,0,7,4,9,8,0,0,0,1,0,0,1,1,50
39,154,1,1,10,0,49,5082013,8,9,8,5,0,0,0,908,2013,4,12,0,1,39.978425,58,42.33,1,-83.17650556,10,35.42,7,2,0,6,0,0,1,0,I-70,42,96,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,2,9,8,0,0,0,1,0,0,0,1,99999
39,154,2,1,10,0,49,5082013,8,9,8,5,0,0,0,908,2013,4,12,0,1,39.978425,58,42.33,1,-83.17650556,10,35.42,7,2,0,6,0,0,1,0,I-70,38,96,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,1,0,0,0,1,99999
39,154,3,1,10,0,49,5082013,8,9,8,5,0,0,0,908,2013,4,12,0,1,39.978425,58,42.33,1,-83.17650556,10,35.42,7,2,0,6,0,0,1,0,I-70,48,0,1,5082013,8,9,31,5,931,2013,996,0,0,1,0,0,7,4,9,8,0,0,0,1,0,0,1,2,23
39,154,4,1,10,0,49,5082013,8,9,8,5,0,0,0,908,2013,4,12,0,1,39.978425,58,42.33,1,-83.17650556,10,35.42,7,2,0,6,0,0,1,0,I-70,71,0,1,5082013,8,9,34,5,934,2013,1,0,0,1,0,0,7,4,9,8,0,0,0,1,0,0,1,2,26
39,154,5,1,10,0,49,5082013,8,9,8,5,0,0,0,908,2013,4,12,0,1,39.978425,58,42.33,1,-83.17650556,10,35.42,7,2,0,6,0,0,1,0,I-70,45,96,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,1,0,0,0,1,99999
39,154,6,1,10,0,49,5082013,8,9,8,5,0,0,0,908,2013,4,12,0,1,39.978425,58,42.33,1,-83.17650556,10,35.42,7,2,0,6,0,0,1,0,I-70,57,96,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,2,9,8,0,0,0,1,0,0,0,2,99999
39,159,1,1,1,0,49,5192013,19,23,7,5,0,0,0,2307,2013,1,43,0,0,39.92268889,55,21.68,2,-83.03793611,2,16.57,0,1,0,1,0,0,4,0,TR-142 BROWN RD,25,33,1,5192013,19,23,41,5,2341,2013,316,996,0,1,1,0,7,4,9,8,0,0,0,1,1,1,1,2,34
39,169,1,1,4,1800,49,3022013,2,21,30,3,0,0,0,2130,2013,7,12,0,0,39.91111111,54,40,2,-82.82388889,49,26,6,1,0,2,0,0,1,0,GENDER RD,46,96,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,1,9,8,0,0,0,1,0,0,0,1,99999
39,169,2,1,4,1800,49,3022013,2,21,30,3,0,0,0,2130,2013,7,12,0,0,39.91111111,54,40,2,-82.82388889,49,26,6,1,0,2,0,0,1,0,GENDER RD,50,16,1,3022013,2,21,47,3,2147,2013,0,0,0,0,0,0,7,4,9,8,0,0,0,1,0,0,2,1,17
39,272,1,1,10,1800,49,3102013,10,1,55,3,0,0,0,155,2013,1,43,0,0,39.95357222,57,12.86,3,-82.96293611,57,46.57,0,1,0,2,0,0,5,0,I-70,26,96,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,2,9,8,0,0,0,1,0,0,0,2,99999
39,272,2,1,10,1800,49,3102013,10,1,55,3,0,0,0,155,2013,1,43,0,0,39.95357222,57,12.86,3,-82.96293611,57,46.57,0,1,0,2,0,0,5,0,I-70,43,6,1,3112013,11,12,15,3,1215,2013,1,0,0,1,0,0,7,4,9,8,0,0,0,1,0,0,1,1,3420
39,275,1,1,1,1800,49,2252013,25,13,41,2,0,0,0,1341,2013,2,12,0,0,39.95515556,57,18.56,1,-83.02973056,1,47.03,6,1,0,3,0,0,1,0,W TOWN ST,22,96,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,2,9,8,0,0,0,1,0,0,0,1,99999
39,275,2,1,1,1800,49,2252013,25,13,41,2,0,0,0,1341,2013,2,12,0,0,39.95515556,57,18.56,1,-83.02973056,1,47.03,6,1,0,3,0,0,1,0,W TOWN ST,79,96,0,3012013,1,12,17,3,1217,2013,0,0,0,0,0,0,7,4,9,8,0,0,0,1,0,0,1,2,9436
39,275,3,1,1,1800,49,2252013,25,13,41,2,0,0,0,1341,2013,2,12,0,0,39.95515556,57,18.56,1,-83.02973056,1,47.03,6,1,0,3,0,0,1,0,W TOWN ST,16,96,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,1,0,0,0,1,99999
39,275,3,2,1,1800,49,2252013,25,13,41,2,0,0,0,1341,2013,2,12,0,0,39.95515556,57,18.56,1,-83.02973056,1,47.03,6,1,0,3,0,0,1,0,W TOWN ST,47,96,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,2,9,8,0,0,0,2,8,8,0,2,99999
39,275,3,3,1,1800,49,2252013,25,13,41,2,0,0,0,1341,2013,2,12,0,0,39.95515556,57,18.56,1,-83.02973056,1,47.03,6,1,0,3,0,0,1,0,W TOWN ST,26,96,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,2,8,8,0,2,99999
39,276,1,1,1,1800,49,3132013,13,2,39,3,0,0,0,239,2013,4,42,0,0,40.06431944,3,51.55,3,-82.85688333,51,24.78,0,1,0,1,0,0,4,0,THOMPSON RD,28,18,1,3132013,13,2,51,3,251,2013,1,0,0,1,0,0,7,4,9,8,0,0,0,1,0,1,1,1,12
39,293,0,1,1,0,49,5052013,5,22,0,5,0,0,0,2200,2013,1,8,0,0,39.92191667,55,18.9,2,-82.86377222,51,49.58,0,1,1,1,0,0,2,0,REFUGEE RD,23,0,1,5072013,7,9,58,5,958,2013,600,0,0,1,0,0,7,4,9,8,0,0,0,5,8,8,1,2,3558
39,293,1,1,1,0,49,5052013,5,22,0,5,0,0,0,2200,2013,1,8,0,0,39.92191667,55,18.9,2,-82.86377222,51,49.58,0,1,1,1,0,0,2,0,REFUGEE RD,999,96,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,0,9,8,0,0,0,1,8,8,0,9,99999
39,308,1,1,10,0,49,7232013,23,14,18,7,0,0,0,1418,2013,3,24,0,0,39.84986944,50,59.53,1,-83.20871111,12,31.36,0,1,0,1,0,0,4,0,SR-665,16,0,1,7232013,23,14,28,7,1428,2013,1,0,0,1,0,0,7,4,9,8,0,0,0,1,0,0,1,2,10
39,316,1,1,10,1800,49,6012013,1,1,36,6,0,0,0,136,2013,7,24,0,0,39.92753056,55,39.11,2,-82.86472222,51,53,0,1,0,1,0,0,4,0,NOE BIXBY RD,42,32,1,6012013,1,1,48,6,148,2013,1,0,0,1,0,0,7,4,9,8,0,0,0,1,8,8,1,1,12
39,316,1,2,10,1800,49,6012013,1,1,36,6,0,0,0,136,2013,7,24,0,0,39.92753056,55,39.11,2,-82.86472222,51,53,0,1,0,1,0,0,4,0,NOE BIXBY RD,44,96,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,2,9,8,0,0,0,2,8,8,0,1,99999
39,316,1,3,10,1800,49,6012013,1,1,36,6,0,0,0,136,2013,7,24,0,0,39.92753056,55,39.11,2,-82.86472222,51,53,0,1,0,1,0,0,4,0,NOE BIXBY RD,41,96,0,88888888,88,88,88,88,8888,8888,0,0,0,0,0,0,0,3,9,8,0,0,0,2,8,8,0,2,99999
39,319,1,1,1,0,49,7252013,25,21,50,7,0,0,0,2150,2013,5,24,0,0,39.97752222,58,39.08,2,-83.24067778,14,26.44,0,1,0,1,0,0,4,0,ROBERTS RD,32,14,1,7252013,25,22,31,7,2231,2013,1,0,0,2,0,0,7,4,9,8,0,0,0,1,0,0,1,1,41
